0,3.3194e-08,1.2092e-07,1.0002e-08,2.217,0.078745,-0.063768,0.45983,-0.2884,-0.87632,0.20385,0.92825,-0.10194,2.4518,0.17654,-0.03172,-0.0011455
1,-0.00013219,-0.00028364,3.4196e-05,2.2175,0.078019,-0.064549,0.45472,-0.28761,-0.87336,0.20543,0.9421,-0.10322,2.4592,0.17255,-0.028763,-0.0017319
2,-0.00046904,-0.00082945,0.00015297,2.2142,0.077281,-0.061375,0.45954,-0.30243,-0.86967,0.20924,0.96258,-0.10657,2.4728,0.17774,-0.029179,-0.0026703
3,-0.00046081,-0.00075339,0.00015523,2.2611,0.049788,-0.13411,0.25627,-0.045274,-0.79447,0.31369,1.0132,-0.24676,2.2638,0.11894,0.066383,-0.0040054
4,-0.00050592,-0.00078395,0.00015878,2.2177,0.045391,-0.11716,0.24758,0.0031332,-0.77166,0.1527,1.0319,-0.1504,2.3869,0.14759,0.030969,-0.0043473
5,-0.00059018,-0.00067942,0.00014283,2.2379,0.036603,-0.1336,0.19771,0.060547,-0.74636,0.15939,1.0444,-0.17385,2.3371,0.12946,0.057265,-0.0042889
6,-0.0015206,-0.0019724,0.00030819,2.2173,0.05958,-0.10097,0.32164,-0.15593,-0.80754,0.27211,1.0853,-0.19218,2.3905,0.13959,0.043874,-0.0057672
7,-0.0008557,-0.00095018,0.00022007,2.2206,0.038768,-0.11848,0.21828,0.01462,-0.7415,0.1316,1.089,-0.14442,2.3937,0.13622,0.051195,-0.0049096
8,-0.0016591,-0.0014868,0.00036431,2.1587,0.047216,-0.059801,0.325,-0.12442,-0.74987,-0.023437,1.1242,0.0035545,2.5854,0.1671,-0.017728,-0.0026835
9,-0.0021293,-0.0021905,0.00033659,2.2551,0.043256,-0.12802,0.24823,-0.097617,-0.76644,0.31124,1.1365,-0.24256,2.2976,0.10811,0.091856,-0.0053682
10,-0.0024482,-0.0023174,0.00034406,2.2531,0.041893,-0.12701,0.24796,-0.10715,-0.76155,0.31186,1.1566,-0.24105,2.2984,0.10921,0.096862,-0.0054654
11,-0.0050136,-0.0044411,0.00055253,2.1904,0.061111,-0.046651,0.44014,-0.41994,-0.81407,0.26271,1.2236,-0.099965,2.5143,0.12086,0.003611,-0.00051035
12,-0.0056211,-0.0049186,0.00053289,2.1878,0.058482,-0.044455,0.43564,-0.43814,-0.80747,0.28094,1.2568,-0.098471,2.5165,0.1145,0.0094882,-0.00047426
