   0.00000,   0.00000,   0.00000,   0.00000,   2.13551,  -0.06510,  -0.20171,   0.04875,   0.48119,  -0.41897,   0.02472,   1.08819,  -0.39252,   2.27562,  -0.04118,   0.28400,   0.00752
   1.00000,   0.00000,   0.00000,   0.00000,   2.13551,  -0.06510,  -0.20171,   0.04875,   0.48119,  -0.41897,   0.02472,   1.08819,  -0.39252,   2.27562,  -0.04118,   0.28400,   0.00752
   2.00000,  -0.00010,   0.00039,  -0.00001,   2.13539,  -0.06561,  -0.20056,   0.04972,   0.46965,  -0.41616,   0.03055,   1.09939,  -0.39166,   2.27704,  -0.04139,   0.29265,   0.00755
   3.00000,  -0.00014,   0.00080,  -0.00001,   2.13758,  -0.06534,  -0.20005,   0.04786,   0.46552,  -0.41627,   0.02882,   1.10667,  -0.38764,   2.27542,  -0.03932,   0.29889,   0.00714
   4.00000,  -0.00011,   0.00120,  -0.00002,   2.14125,  -0.06465,  -0.19957,   0.04447,   0.45830,  -0.41376,   0.03217,   1.11691,  -0.38962,   2.27609,  -0.03539,   0.29851,   0.00646
   5.00000,  -0.00010,   0.00157,  -0.00001,   2.14423,  -0.06449,  -0.19924,   0.04173,   0.45051,  -0.41207,   0.04292,   1.12690,  -0.39542,   2.27449,  -0.03094,   0.30878,   0.00560
   6.00000,  -0.00013,   0.00189,  -0.00003,   2.14529,  -0.06459,  -0.19924,   0.04133,   0.44285,  -0.41120,   0.04590,   1.13727,  -0.39388,   2.27327,  -0.02834,   0.31279,   0.00516
   7.00000,  -0.00028,   0.00221,  -0.00003,   2.14667,  -0.06377,  -0.19867,   0.04146,   0.43433,  -0.41094,   0.05054,   1.14568,  -0.39365,   2.27196,  -0.02695,   0.31762,   0.00491
   8.00000,  -0.00024,   0.00276,  -0.00014,   2.14913,  -0.06417,  -0.19785,   0.03957,   0.42687,  -0.40863,   0.06429,   1.15422,  -0.40248,   2.26351,  -0.02618,   0.33057,   0.00467
   9.00000,  -0.00021,   0.00325,  -0.00015,   2.15298,  -0.06355,  -0.19727,   0.03705,   0.42260,  -0.40885,   0.06305,   1.16212,  -0.39929,   2.25464,  -0.02852,   0.33651,   0.00493
  10.00000,  -0.00017,   0.00360,  -0.00012,   2.15211,  -0.06443,  -0.19752,   0.03811,   0.42259,  -0.40903,   0.05615,   1.17019,  -0.39530,   2.25509,  -0.01772,   0.34149,   0.00301
  11.00000,  -0.00018,   0.00395,  -0.00004,   2.14982,  -0.06581,  -0.19694,   0.04094,   0.42063,  -0.40888,   0.05111,   1.17815,  -0.39114,   2.25379,  -0.01843,   0.34082,   0.00311
  12.00000,  -0.00005,   0.00442,   0.00001,   2.15255,  -0.06596,  -0.19718,   0.03965,   0.41842,  -0.40887,   0.05489,   1.18489,  -0.39539,   2.23440,  -0.03270,   0.35421,   0.00536
