   0.00000,   0.00000,   0.00000,   0.00000,   1.85702,   0.03236,   0.04866,   0.17234,  -0.68843,  -0.41725,   1.22527,   0.72962,  -0.07492,   2.04938,  -0.08026,   0.21700,  -0.00096
   1.00000,   0.00005,   0.00013,  -0.00004,   1.85691,   0.03219,   0.04860,   0.17268,  -0.69014,  -0.41865,   1.21961,   0.74476,  -0.07599,   2.04248,  -0.07472,   0.22270,  -0.00118
   2.00000,   0.00010,   0.00026,  -0.00007,   1.85632,   0.03218,   0.04857,   0.17369,  -0.69341,  -0.42116,   1.21645,   0.76018,  -0.07813,   2.04007,  -0.07198,   0.22852,  -0.00123
   3.00000,   0.00034,   0.00046,  -0.00007,   1.86096,   0.03175,   0.04858,   0.16902,  -0.69399,  -0.42207,   1.21261,   0.77341,  -0.08053,   2.05038,  -0.06807,   0.22905,  -0.00121
   4.00000,   0.00059,   0.00087,  -0.00007,   1.86345,   0.03086,   0.04887,   0.16618,  -0.69434,  -0.42339,   1.20227,   0.80084,  -0.08301,   2.06793,  -0.06105,   0.24028,  -0.00104
   5.00000,   0.00075,   0.00113,  -0.00003,   1.86597,   0.03019,   0.04950,   0.16300,  -0.69455,  -0.42360,   1.19857,   0.81439,  -0.08590,   2.07684,  -0.05493,   0.24281,  -0.00090
   6.00000,   0.00089,   0.00136,  -0.00001,   1.86682,   0.02958,   0.04988,   0.16107,  -0.69504,  -0.42436,   1.19487,   0.82848,  -0.08786,   2.08585,  -0.05282,   0.24636,  -0.00073
   7.00000,   0.00126,   0.00198,   0.00006,   1.86796,   0.02715,   0.05123,   0.15628,  -0.69215,  -0.42467,   1.18291,   0.85757,  -0.08806,   2.10030,  -0.04793,   0.25104,  -0.00082
   8.00000,   0.00139,   0.00223,   0.00006,   1.86765,   0.02636,   0.05157,   0.15502,  -0.69075,  -0.42558,   1.17597,   0.87356,  -0.08658,   2.10534,  -0.05090,   0.25750,  -0.00066
   9.00000,   0.00144,   0.00249,   0.00008,   1.86481,   0.02546,   0.05230,   0.15635,  -0.69076,  -0.42572,   1.17122,   0.88871,  -0.08883,   2.11284,  -0.04322,   0.25567,  -0.00095
  10.00000,   0.00160,   0.00300,   0.00012,   1.86461,   0.02442,   0.05229,   0.15556,  -0.68757,  -0.42573,   1.15809,   0.92164,  -0.09467,   2.13000,  -0.03429,   0.26218,  -0.00070
  11.00000,   0.00175,   0.00327,   0.00020,   1.86550,   0.02404,   0.05205,   0.15460,  -0.67978,  -0.42671,   1.13365,   0.93815,  -0.08426,   2.14152,  -0.03002,   0.26633,  -0.00070
  12.00000,   0.00199,   0.00364,   0.00024,   1.86814,   0.02289,   0.05242,   0.15165,  -0.67801,  -0.42607,   1.12611,   0.95428,  -0.08659,   2.15370,  -0.02506,   0.26894,  -0.00069
  13.00000,   0.00242,   0.00446,   0.00034,   1.86974,   0.02079,   0.05320,   0.14794,  -0.67072,  -0.42416,   1.10740,   0.98692,  -0.09007,   2.17401,  -0.01191,   0.27438,  -0.00031
  14.00000,   0.00257,   0.00495,   0.00040,   1.86941,   0.01989,   0.05380,   0.14671,  -0.66483,  -0.42367,   1.09725,   1.00194,  -0.09125,   2.17459,  -0.00822,   0.27533,  -0.00024
  15.00000,   0.00278,   0.00544,   0.00047,   1.87018,   0.01936,   0.05432,   0.14453,  -0.65737,  -0.42346,   1.07993,   1.01775,  -0.08710,   2.18834,  -0.00188,   0.27960,  -0.00006
  16.00000,   0.00316,   0.00630,   0.00063,   1.87178,   0.01922,   0.05429,   0.14290,  -0.63757,  -0.42219,   1.04962,   1.04719,  -0.08823,   2.19755,   0.00884,   0.28580,   0.00025
  17.00000,   0.00332,   0.00667,   0.00078,   1.87197,   0.01921,   0.05429,   0.14302,  -0.62622,  -0.42188,   1.03159,   1.06040,  -0.08707,   2.20823,   0.01340,   0.28752,   0.00037
  18.00000,   0.00350,   0.00699,   0.00093,   1.87284,   0.02195,   0.05260,   0.14236,  -0.60710,  -0.42286,   1.01136,   1.07446,  -0.09270,   2.20955,   0.02171,   0.28952,   0.00078
  19.00000,   0.00399,   0.00764,   0.00113,   1.87347,   0.02285,   0.04978,   0.13923,  -0.56764,  -0.42152,   0.96762,   1.09930,  -0.09469,   2.22244,   0.03649,   0.29190,   0.00147
  20.00000,   0.00427,   0.00809,   0.00132,   1.87341,   0.02199,   0.04916,   0.13756,  -0.54547,  -0.42007,   0.94199,   1.11148,  -0.09225,   2.22468,   0.04418,   0.29461,   0.00170
  21.00000,   0.00455,   0.00853,   0.00142,   1.87353,   0.02130,   0.04873,   0.13577,  -0.52553,  -0.41894,   0.92008,   1.12239,  -0.09268,   2.23110,   0.05121,   0.29330,   0.00210
  22.00000,   0.00492,   0.00953,   0.00183,   1.87315,   0.02097,   0.04737,   0.13429,  -0.47896,  -0.41783,   0.86481,   1.14267,  -0.08919,   2.25003,   0.06563,   0.29140,   0.00243
  23.00000,   0.00517,   0.01005,   0.00203,   1.87475,   0.02103,   0.04614,   0.13353,  -0.45391,  -0.41712,   0.83043,   1.15187,  -0.08642,   2.25974,   0.07854,   0.28596,   0.00381
  24.00000,   0.00531,   0.01052,   0.00219,   1.87485,   0.02015,   0.04493,   0.13440,  -0.42592,  -0.41573,   0.79377,   1.15844,  -0.08225,   2.27020,   0.08071,   0.28342,   0.00357
  25.00000,   0.00565,   0.01160,   0.00250,   1.87519,   0.01872,   0.04147,   0.13357,  -0.36562,  -0.41109,   0.72822,   1.17118,  -0.08929,   2.28343,   0.10182,   0.27331,   0.00536
  26.00000,   0.00594,   0.01223,   0.00267,   1.87805,   0.01776,   0.03990,   0.13046,  -0.33148,  -0.41106,   0.68808,   1.17793,  -0.08636,   2.28462,   0.10834,   0.27658,   0.00550
  27.00000,   0.00614,   0.01291,   0.00285,   1.87894,   0.01659,   0.03873,   0.12901,  -0.29758,  -0.41169,   0.64833,   1.18313,  -0.08367,   2.28538,   0.11554,   0.27541,   0.00646
  28.00000,   0.00633,   0.01346,   0.00299,   1.88066,   0.01599,   0.03690,   0.12708,  -0.25795,  -0.41115,   0.60233,   1.18681,  -0.08189,   2.28550,   0.12184,   0.27578,   0.00665
  29.00000,   0.00640,   0.01461,   0.00337,   1.87803,   0.01811,   0.03241,   0.13156,  -0.18585,  -0.41979,   0.52083,   1.19752,  -0.08246,   2.28124,   0.13377,   0.27869,   0.00773
  30.00000,   0.00647,   0.01531,   0.00362,   1.87780,   0.01841,   0.03073,   0.13343,  -0.14482,  -0.42087,   0.46807,   1.19749,  -0.07911,   2.28050,   0.13985,   0.27725,   0.00850
  31.00000,   0.00659,   0.01601,   0.00386,   1.87886,   0.01844,   0.03092,   0.13422,  -0.11292,  -0.42517,   0.42119,   1.20243,  -0.06967,   2.28167,   0.14980,   0.28779,   0.00791
  32.00000,   0.00714,   0.01782,   0.00406,   1.88327,   0.01910,   0.02367,   0.13137,  -0.01853,  -0.43446,   0.30249,   1.19854,  -0.05702,   2.28008,   0.15468,   0.28780,   0.00945
  33.00000,   0.00752,   0.01880,   0.00423,   1.88924,   0.02067,   0.02118,   0.12732,   0.03128,  -0.44420,   0.26598,   1.19448,  -0.06940,   2.27070,   0.16186,   0.28590,   0.00898
  34.00000,   0.00761,   0.01965,   0.00448,   1.88798,   0.02216,   0.01849,   0.13164,   0.06538,  -0.45268,   0.23275,   1.19371,  -0.07867,   2.27193,   0.17120,   0.28418,   0.01055
  35.00000,   0.00809,   0.02163,   0.00491,   1.89712,   0.02321,   0.01417,   0.13077,   0.13826,  -0.47310,   0.15133,   1.18723,  -0.08190,   2.27396,   0.18301,   0.29339,   0.00849
  36.00000,   0.00809,   0.02267,   0.00516,   1.89593,   0.02455,   0.01242,   0.13695,   0.16827,  -0.48453,   0.10797,   1.18318,  -0.07636,   2.27395,   0.19017,   0.29067,   0.00989
  37.00000,   0.00850,   0.02374,   0.00548,   1.89900,   0.02414,   0.01451,   0.14030,   0.19862,  -0.49396,   0.06915,   1.17384,  -0.07212,   2.27411,   0.18490,   0.29680,   0.00874
  38.00000,   0.00914,   0.02591,   0.00614,   1.89766,   0.02465,   0.00432,   0.15256,   0.27149,  -0.52093,  -0.00813,   1.15915,  -0.08040,   2.26293,   0.20691,   0.29017,   0.01023
  39.00000,   0.00939,   0.02716,   0.00638,   1.89950,   0.02624,   0.00269,   0.15529,   0.30270,  -0.53602,  -0.02176,   1.15015,  -0.09879,   2.24949,   0.21217,   0.29277,   0.00840
  40.00000,   0.00978,   0.02836,   0.00667,   1.89913,   0.02576,  -0.00184,   0.16206,   0.32862,  -0.55241,  -0.05430,   1.14140,  -0.09370,   2.24521,   0.21057,   0.29634,   0.00808
  41.00000,   0.01042,   0.03089,   0.00734,   1.89615,   0.02710,  -0.00878,   0.17740,   0.38095,  -0.58299,  -0.09656,   1.11821,  -0.11095,   2.23102,   0.21814,   0.29282,   0.00871
  42.00000,   0.01100,   0.03206,   0.00757,   1.90040,   0.02968,  -0.01335,   0.17911,   0.39963,  -0.60531,  -0.12338,   1.10660,  -0.10081,   2.22427,   0.21832,   0.29259,   0.00846
  43.00000,   0.01151,   0.03325,   0.00785,   1.90472,   0.03141,  -0.01897,   0.18123,   0.42167,  -0.62318,  -0.14175,   1.09141,  -0.10792,   2.22014,   0.22102,   0.28859,   0.00888
  44.00000,   0.01245,   0.03587,   0.00869,   1.91172,   0.03576,  -0.02799,   0.18909,   0.45718,  -0.66380,  -0.21030,   1.06328,  -0.07903,   2.22322,   0.22582,   0.28704,   0.00819
  45.00000,   0.01291,   0.03724,   0.00914,   1.91739,   0.04076,  -0.03406,   0.19083,   0.47244,  -0.68718,  -0.22935,   1.04884,  -0.07547,   2.22671,   0.22823,   0.28525,   0.00750
  46.00000,   0.01346,   0.03874,   0.00957,   1.92075,   0.04185,  -0.03976,   0.19422,   0.48914,  -0.70401,  -0.23548,   1.03360,  -0.08852,   2.22663,   0.23276,   0.27617,   0.00804
  47.00000,   0.01505,   0.04174,   0.01032,   1.92363,   0.04422,  -0.05280,   0.20562,   0.51263,  -0.75190,  -0.29174,   1.00429,  -0.04710,   2.24583,   0.23414,   0.25759,   0.00702
