0,0.047929,-0.30603,-0.14245,-0.044648,-0.27899,0.087847
1,0.049551,-0.30474,-0.14289,-0.043424,-0.27866,0.087318
2,0.0505,-0.3038,-0.14277,-0.042716,-0.27834,0.087366
3,0.050986,-0.30312,-0.14204,-0.042456,-0.27803,0.088008
4,0.051208,-0.30265,-0.14075,-0.042543,-0.27769,0.089166
5,0.051325,-0.30231,-0.13905,-0.042857,-0.27734,0.090688
6,0.051429,-0.30208,-0.13717,-0.043275,-0.27699,0.092353
7,0.051547,-0.30195,-0.13538,-0.043689,-0.27667,0.093927
8,0.051667,-0.30194,-0.13392,-0.044025,-0.27644,0.095222
9,0.051806,-0.3021,-0.13287,-0.044237,-0.27634,0.096148
10,0.057826,-0.3059,-0.13405,-0.039437,-0.27904,0.094016
11,0.057361,-0.30159,-0.13285,-0.041193,-0.27707,0.09523
12,0.059883,-0.30153,-0.1323,-0.040157,-0.27743,0.095149
13,0.066591,-0.29953,-0.12853,-0.03804,-0.27759,0.096957
14,0.070989,-0.29825,-0.12647,-0.036488,-0.27764,0.09765
15,0.074778,-0.30123,-0.12619,-0.034544,-0.27935,0.096934
16,0.071384,-0.29801,-0.12503,-0.037264,-0.27721,0.098561
17,0.077652,-0.29547,-0.12229,-0.035025,-0.27713,0.099275
18,0.084133,-0.29282,-0.11928,-0.032696,-0.2771,0.10008
19,0.090833,-0.29008,-0.11603,-0.030237,-0.27711,0.10097
20,0.097853,-0.28719,-0.11253,-0.027572,-0.27714,0.10192
21,0.1053,-0.28408,-0.10872,-0.024621,-0.27711,0.10298
22,0.11327,-0.28065,-0.10454,-0.021316,-0.27698,0.10417
23,0.12179,-0.27684,-0.099914,-0.017607,-0.2767,0.10555
24,0.13085,-0.27266,-0.094778,-0.013475,-0.27625,0.10717
25,0.14036,-0.26813,-0.089121,-0.008936,-0.27565,0.10904
26,0.15014,-0.26336,-0.082995,-0.0040453,-0.27496,0.11118
27,0.16003,-0.25844,-0.076514,0.0011369,-0.27423,0.11353
28,0.16993,-0.25345,-0.069806,0.0065899,-0.27353,0.11603
29,0.17989,-0.24837,-0.062938,0.01237,-0.27287,0.11862
30,0.19007,-0.2431,-0.055878,0.018607,-0.2722,0.12131
31,0.2007,-0.23748,-0.048506,0.025463,-0.27141,0.12416
32,0.21191,-0.23139,-0.040671,0.03306,-0.27038,0.12728
33,0.22367,-0.22474,-0.032285,0.041402,-0.26901,0.13078
34,0.23572,-0.21761,-0.023395,0.050306,-0.26724,0.1347
35,0.24758,-0.21022,-0.01422,0.059402,-0.2651,0.13896
36,0.25872,-0.20288,-0.0050883,0.068232,-0.26272,0.14341
37,0.26877,-0.19585,0.0037008,0.076438,-0.26024,0.14787
38,0.27768,-0.18927,0.011999,0.083893,-0.25779,0.1522
39,0.28565,-0.18308,0.019847,0.090724,-0.25542,0.15638
