0,-0.0048191,-0.32424,-0.14128,-0.068156,-0.28688,0.096448
1,-0.0043212,-0.32349,-0.14055,-0.067954,-0.2865,0.09731
2,-0.0046355,-0.32322,-0.14071,-0.067721,-0.28601,0.097329
3,-0.0054818,-0.32323,-0.14146,-0.067355,-0.28538,0.096806
4,-0.0064549,-0.32335,-0.14237,-0.066741,-0.28456,0.096141
5,-0.0068146,-0.32333,-0.14274,-0.065854,-0.28358,0.095987
6,-0.0059654,-0.32299,-0.14205,-0.064909,-0.28265,0.09677
7,-0.0042292,-0.32236,-0.14071,-0.064132,-0.28194,0.098075
8,-0.0022414,-0.32163,-0.13939,-0.063511,-0.28145,0.099276
9,-0.00026466,-0.32092,-0.13838,-0.062946,-0.28109,0.10012
10,0.0017137,-0.32031,-0.13768,-0.062361,-0.28087,0.1006
11,0.0038193,-0.31984,-0.13724,-0.061699,-0.28078,0.10076
12,0.0062451,-0.31948,-0.13695,-0.060894,-0.28082,0.10069
13,0.0092363,-0.31913,-0.13672,-0.059859,-0.28097,0.10045
14,0.013063,-0.31854,-0.13639,-0.058492,-0.28116,0.10017
15,0.017955,-0.31735,-0.13578,-0.056698,-0.28129,0.099994
16,0.024,-0.31524,-0.13466,-0.054433,-0.28124,0.10012
17,0.031058,-0.31206,-0.13286,-0.051747,-0.28094,0.1007
18,0.03881,-0.30798,-0.13033,-0.048762,-0.2804,0.10177
19,0.046919,-0.30337,-0.1272,-0.045611,-0.27972,0.10324
20,0.05518,-0.29855,-0.12366,-0.042373,-0.27898,0.10496
21,0.063541,-0.29373,-0.11986,-0.039057,-0.27827,0.10683
22,0.072067,-0.28892,-0.11584,-0.035614,-0.2776,0.10877
23,0.080858,-0.28396,-0.11159,-0.03194,-0.27697,0.11077
24,0.08996,-0.27855,-0.10702,-0.027896,-0.27632,0.11284
25,0.099291,-0.27234,-0.10209,-0.023363,-0.27552,0.11502
26,0.10868,-0.26523,-0.096868,-0.018324,-0.27447,0.11729
27,0.11802,-0.25745,-0.091496,-0.012857,-0.27316,0.1196
28,0.12731,-0.2494,-0.086067,-0.0070657,-0.27166,0.12193
29,0.13659,-0.24141,-0.080569,-0.0010308,-0.27007,0.1243
30,0.14586,-0.23362,-0.074894,0.0051917,-0.26847,0.12681
31,0.15512,-0.22596,-0.068854,0.011599,-0.26686,0.12962
32,0.16446,-0.21813,-0.062218,0.018296,-0.26513,0.13291
33,0.17404,-0.20976,-0.054811,0.025508,-0.26308,0.13681
34,0.18403,-0.20061,-0.046692,0.033449,-0.2605,0.14127
35,0.19429,-0.19079,-0.038239,0.042123,-0.2573,0.14607
36,0.20439,-0.18076,-0.030019,0.051224,-0.2536,0.15086
37,0.21376,-0.17101,-0.022519,0.060237,-0.24967,0.15534
38,0.2219,-0.16188,-0.015913,0.068645,-0.24583,0.15933
39,0.22868,-0.15335,-0.0099704,0.076155,-0.24226,0.16285
40,0.23452,-0.14513,-0.0041583,0.082867,-0.23892,0.16611
41,0.24008,-0.13677,0.002021,0.08921,-0.23555,0.16935
42,0.24588,-0.12796,0.0087494,0.095625,-0.23186,0.17273
43,0.25202,-0.11853,0.01596,0.10235,-0.22771,0.17632
44,0.25839,-0.10834,0.023552,0.10948,-0.22302,0.1801
45,0.26486,-0.097266,0.031483,0.11706,-0.21775,0.18407
46,0.27135,-0.085292,0.039695,0.12509,-0.21194,0.18824
47,0.27777,-0.072697,0.04803,0.13345,-0.20574,0.19253
48,0.28403,-0.060012,0.056225,0.14188,-0.19938,0.19679
49,0.28999,-0.047744,0.064038,0.15009,-0.1931,0.20089
50,0.29562,-0.036112,0.071369,0.15793,-0.18696,0.20476
51,0.30095,-0.025016,0.078241,0.16545,-0.18086,0.20839
52,0.30607,-0.014193,0.084711,0.17282,-0.17462,0.21185
53,0.31103,-0.0033843,0.090796,0.1802,-0.16803,0.21521
54,0.31581,0.0075686,0.096459,0.18764,-0.16099,0.21852
55,0.32028,0.01868,0.10165,0.19506,-0.15348,0.22185
56,0.32426,0.029845,0.1064,0.20218,-0.14562,0.22521
57,0.32762,0.040912,0.11078,0.20875,-0.13762,0.22858
58,0.33031,0.051754,0.11495,0.21457,-0.12969,0.23188
59,0.33244,0.062287,0.11902,0.21968,-0.12195,0.23503
60,0.33411,0.072444,0.12302,0.22416,-0.11451,0.23797
61,0.33544,0.082149,0.12699,0.22815,-0.10746,0.24067
62,0.3365,0.091319,0.13094,0.23173,-0.10086,0.24315
63,0.33735,0.099879,0.13486,0.23493,-0.094786,0.24543
64,0.33802,0.1078,0.13877,0.23778,-0.08925,0.24754
65,0.33856,0.11512,0.14261,0.2403,-0.084187,0.2495
66,0.33902,0.12201,0.14635,0.24261,-0.079416,0.25136
67,0.33948,0.12877,0.14993,0.24484,-0.074634,0.25316
68,0.34004,0.13579,0.15329,0.24719,-0.069457,0.25494
69,0.3408,0.14346,0.1564,0.24984,-0.063509,0.25677
70,0.34179,0.15201,0.15918,0.2529,-0.056554,0.25863
71,0.34299,0.16141,0.16154,0.25633,-0.048594,0.26051
72,0.34429,0.17136,0.16336,0.25995,-0.039894,0.26229
73,0.34552,0.18133,0.16455,0.26352,-0.030903,0.26389
74,0.34655,0.19084,0.16507,0.26677,-0.022084,0.26523
75,0.34726,0.19956,0.16501,0.26956,-0.013766,0.26629
76,0.34764,0.20739,0.1645,0.27184,-0.0060811,0.26713
77,0.34771,0.21446,0.16373,0.27366,0.0010075,0.26781
78,0.34753,0.22094,0.16287,0.27509,0.0076242,0.26842
79,0.34715,0.22705,0.16205,0.27622,0.013913,0.26902
80,0.34661,0.23293,0.16134,0.27712,0.019997,0.26965
81,0.34593,0.23871,0.16078,0.27781,0.025963,0.27032
82,0.34511,0.24446,0.16037,0.27833,0.031866,0.27104
83,0.34414,0.25019,0.16009,0.27867,0.037733,0.27177
84,0.34303,0.25593,0.15989,0.27885,0.043573,0.27251
85,0.34177,0.26167,0.15974,0.27887,0.049384,0.27322
86,0.34034,0.26738,0.15956,0.27872,0.055153,0.27388
87,0.33876,0.27303,0.15932,0.27844,0.060867,0.27444
88,0.34801,0.27778,0.14877,0.28545,0.070024,0.27064
